subscription_event_id,user_id,event_date,event_type,plan_name,price_usd
2224,u_201863,2026-05-28,account_created,free,0.0
2225,u_201864,2026-04-22,account_created,free,0.0
2226,u_201865,2026-03-22,account_created,free,0.0
2227,u_201865,2026-03-26,upgrade,pro_monthly,9.99
2228,u_201866,2026-03-26,account_created,free,0.0
2229,u_201867,2026-06-08,account_created,free,0.0
2230,u_201868,2026-06-10,account_created,free,0.0
2231,u_201869,2026-04-08,account_created,free,0.0
2232,u_201870,2026-04-15,account_created,free,0.0
2233,u_201871,2026-04-27,account_created,free,0.0
2234,u_201872,2026-04-07,account_created,free,0.0
2235,u_201872,2026-04-08,upgrade,pro_monthly,9.99
2236,u_201873,2026-05-22,account_created,free,0.0
2237,u_201874,2026-03-17,account_created,free,0.0
2238,u_201875,2026-05-10,account_created,free,0.0
2239,u_201876,2026-05-07,account_created,free,0.0
2240,u_201877,2026-04-15,account_created,free,0.0
2241,u_201878,2026-06-13,account_created,free,0.0
2242,u_201879,2026-03-22,account_created,free,0.0
2243,u_201879,2026-03-23,upgrade,pro_monthly,9.99
2244,u_201880,2026-04-22,account_created,free,0.0
2245,u_201881,2026-04-10,account_created,free,0.0
2246,u_201882,2026-03-02,account_created,free,0.0
2247,u_201883,2026-03-23,account_created,free,0.0
2248,u_201884,2026-04-20,account_created,free,0.0
2249,u_201885,2026-06-08,account_created,free,0.0
2250,u_201886,2026-04-13,account_created,free,0.0
2251,u_201887,2026-06-14,account_created,free,0.0
2252,u_201888,2026-05-31,account_created,free,0.0
2253,u_201889,2026-05-08,account_created,free,0.0
2254,u_201889,2026-05-10,upgrade,pro_annual,79.99
2255,u_201890,2026-03-10,account_created,free,0.0
2256,u_201890,2026-03-17,upgrade,pro_monthly,9.99
2257,u_201891,2026-06-14,account_created,free,0.0
2258,u_201891,2026-06-23,upgrade,pro_monthly,9.99
2259,u_201892,2026-06-02,account_created,free,0.0
2260,u_201892,2026-06-11,upgrade,pro_annual,79.99
2261,u_201892,2026-06-23,cancellation,pro_annual,0.0
2262,u_201893,2026-04-20,account_created,free,0.0
2263,u_201894,2026-06-16,account_created,free,0.0
2264,u_201895,2026-04-21,account_created,free,0.0
2265,u_201895,2026-04-25,upgrade,pro_annual,79.99
2266,u_201896,2026-04-16,account_created,free,0.0
2267,u_201896,2026-04-21,upgrade,pro_monthly,9.99
2268,u_201897,2026-05-06,account_created,free,0.0
2269,u_201898,2026-05-05,account_created,free,0.0
2270,u_201898,2026-05-13,upgrade,pro_monthly,9.99
2271,u_201899,2026-03-20,account_created,free,0.0
2272,u_201900,2026-05-27,account_created,free,0.0
2273,u_201901,2026-04-26,account_created,free,0.0
2274,u_201902,2026-05-11,account_created,free,0.0
2275,u_201903,2026-03-20,account_created,free,0.0
2276,u_201904,2026-05-11,account_created,free,0.0
2277,u_201905,2026-03-22,account_created,free,0.0
2278,u_201906,2026-03-15,account_created,free,0.0
2279,u_201907,2026-03-16,account_created,free,0.0
2280,u_201908,2026-05-18,account_created,free,0.0
2281,u_201909,2026-05-11,account_created,free,0.0
2282,u_201910,2026-03-26,account_created,free,0.0
2283,u_201911,2026-04-17,account_created,free,0.0
2284,u_201911,2026-04-19,upgrade,pro_monthly,9.99
2285,u_201912,2026-04-26,account_created,free,0.0
2286,u_201913,2026-04-30,account_created,free,0.0
2287,u_201914,2026-05-01,account_created,free,0.0
2288,u_201915,2026-04-24,account_created,free,0.0
2289,u_201916,2026-03-17,account_created,free,0.0
2290,u_201917,2026-05-17,account_created,free,0.0
2291,u_201918,2026-05-06,account_created,free,0.0
2292,u_201918,2026-05-09,upgrade,enterprise,299.0
2293,u_201919,2026-05-05,account_created,free,0.0
2294,u_201920,2026-05-31,account_created,free,0.0
2295,u_201921,2026-05-01,account_created,free,0.0
2296,u_201922,2026-06-20,account_created,free,0.0
2297,u_201923,2026-03-28,account_created,free,0.0
2298,u_201923,2026-04-02,upgrade,pro_annual,79.99
2299,u_201924,2026-05-27,account_created,free,0.0
2300,u_201925,2026-03-02,account_created,free,0.0
2301,u_201926,2026-05-16,account_created,free,0.0
2302,u_201927,2026-03-14,account_created,free,0.0
2303,u_201928,2026-06-20,account_created,free,0.0
2304,u_201928,2026-06-25,upgrade,pro_annual,79.99
2305,u_201929,2026-06-11,account_created,free,0.0
2306,u_201929,2026-06-17,upgrade,enterprise,299.0
2307,u_201930,2026-06-19,account_created,free,0.0
2308,u_201930,2026-06-25,upgrade,pro_annual,79.99
2309,u_201931,2026-05-30,account_created,free,0.0
2310,u_201931,2026-06-07,upgrade,pro_monthly,9.99
2311,u_201932,2026-03-28,account_created,free,0.0
2312,u_201933,2026-04-11,account_created,free,0.0
2313,u_201934,2026-04-21,account_created,free,0.0
2314,u_201935,2026-04-25,account_created,free,0.0
2315,u_201936,2026-04-07,account_created,free,0.0
2316,u_201936,2026-04-11,upgrade,pro_monthly,9.99
2317,u_201937,2026-04-22,account_created,free,0.0
2318,u_201937,2026-04-24,upgrade,pro_annual,79.99
2319,u_201937,2026-06-19,cancellation,pro_annual,0.0
2320,u_201938,2026-04-28,account_created,free,0.0
2321,u_201939,2026-05-03,account_created,free,0.0
2322,u_201940,2026-05-25,account_created,free,0.0
2323,u_201941,2026-03-18,account_created,free,0.0
2324,u_201942,2026-04-04,account_created,free,0.0
2325,u_201943,2026-03-04,account_created,free,0.0
2326,u_201944,2026-06-11,account_created,free,0.0
2327,u_201945,2026-03-20,account_created,free,0.0
2328,u_201945,2026-03-29,upgrade,pro_monthly,9.99
2329,u_201945,2026-04-16,cancellation,pro_monthly,0.0
2330,u_201946,2026-05-23,account_created,free,0.0
2331,u_201947,2026-05-13,account_created,free,0.0
2332,u_201948,2026-03-01,account_created,free,0.0
2333,u_201949,2026-03-11,account_created,free,0.0
2334,u_201950,2026-05-13,account_created,free,0.0
2335,u_201951,2026-05-01,account_created,free,0.0
2336,u_201951,2026-05-08,upgrade,pro_annual,79.99
2337,u_201952,2026-03-14,account_created,free,0.0
2338,u_201953,2026-03-27,account_created,free,0.0
2339,u_201954,2026-05-16,account_created,free,0.0
2340,u_201955,2026-04-11,account_created,free,0.0
2341,u_201955,2026-04-17,upgrade,pro_monthly,9.99
2342,u_201956,2026-04-24,account_created,free,0.0
2343,u_201956,2026-04-28,upgrade,pro_annual,79.99
2344,u_201957,2026-04-01,account_created,free,0.0
2345,u_201958,2026-04-07,account_created,free,0.0
2346,u_201959,2026-06-19,account_created,free,0.0
2347,u_201960,2026-06-17,account_created,free,0.0
2348,u_201961,2026-06-21,account_created,free,0.0
2349,u_201961,2026-06-26,upgrade,enterprise,299.0
2350,u_201962,2026-05-25,account_created,free,0.0
2351,u_201963,2026-05-24,account_created,free,0.0
2352,u_201964,2026-04-06,account_created,free,0.0
2353,u_201965,2026-03-18,account_created,free,0.0
2354,u_201966,2026-03-11,account_created,free,0.0
2355,u_201967,2026-04-27,account_created,free,0.0
2356,u_201968,2026-06-17,account_created,free,0.0
2357,u_201969,2026-06-08,account_created,free,0.0
2358,u_201970,2026-05-06,account_created,free,0.0
2359,u_201970,2026-05-11,upgrade,pro_monthly,9.99
2360,u_201971,2026-04-12,account_created,free,0.0
2361,u_201972,2026-03-03,account_created,free,0.0
2362,u_201973,2026-03-09,account_created,free,0.0
2363,u_201974,2026-05-26,account_created,free,0.0
2364,u_201975,2026-04-18,account_created,free,0.0
2365,u_201976,2026-03-14,account_created,free,0.0
2366,u_201977,2026-04-01,account_created,free,0.0
2367,u_201978,2026-05-22,account_created,free,0.0
2368,u_201978,2026-05-26,upgrade,pro_monthly,9.99
2369,u_201979,2026-05-24,account_created,free,0.0
2370,u_201980,2026-05-05,account_created,free,0.0
2371,u_201980,2026-05-11,upgrade,enterprise,299.0
2372,u_201981,2026-06-08,account_created,free,0.0
2373,u_201982,2026-06-10,account_created,free,0.0
2374,u_201982,2026-06-15,upgrade,pro_monthly,9.99
2375,u_201983,2026-06-03,account_created,free,0.0
2376,u_201984,2026-04-25,account_created,free,0.0
2377,u_201985,2026-06-15,account_created,free,0.0
2378,u_201986,2026-04-03,account_created,free,0.0
2379,u_201987,2026-03-04,account_created,free,0.0
2380,u_201988,2026-03-04,account_created,free,0.0
2381,u_201989,2026-03-05,account_created,free,0.0
2382,u_201990,2026-04-14,account_created,free,0.0
2383,u_201990,2026-04-20,upgrade,pro_monthly,9.99
2384,u_201991,2026-05-20,account_created,free,0.0
2385,u_201992,2026-05-06,account_created,free,0.0
2386,u_201993,2026-03-23,account_created,free,0.0
2387,u_201994,2026-06-03,account_created,free,0.0
2388,u_201995,2026-04-23,account_created,free,0.0
2389,u_201996,2026-05-11,account_created,free,0.0
2390,u_201997,2026-03-23,account_created,free,0.0
2391,u_201998,2026-06-20,account_created,free,0.0
2392,u_201999,2026-03-11,account_created,free,0.0
2393,u_202000,2026-06-02,account_created,free,0.0
2394,u_202001,2026-03-08,account_created,free,0.0
2395,u_202001,2026-03-13,upgrade,pro_monthly,9.99
2396,u_202002,2026-03-13,account_created,free,0.0
2397,u_202002,2026-03-14,upgrade,pro_annual,79.99
2398,u_202002,2026-04-28,cancellation,pro_annual,0.0
2399,u_202003,2026-05-30,account_created,free,0.0
2400,u_202004,2026-03-11,account_created,free,0.0
2401,u_202005,2026-05-10,account_created,free,0.0
2402,u_202006,2026-05-15,account_created,free,0.0
2403,u_202007,2026-04-05,account_created,free,0.0
2404,u_202007,2026-04-12,upgrade,pro_monthly,9.99
2405,u_202008,2026-05-26,account_created,free,0.0
2406,u_202009,2026-04-10,account_created,free,0.0
2407,u_202009,2026-04-11,upgrade,pro_monthly,9.99
2408,u_202009,2026-05-01,cancellation,pro_monthly,0.0
2409,u_202010,2026-05-01,account_created,free,0.0
2410,u_202011,2026-06-01,account_created,free,0.0
2411,u_202012,2026-03-02,account_created,free,0.0
2412,u_202013,2026-03-15,account_created,free,0.0
2413,u_202014,2026-06-10,account_created,free,0.0
2414,u_202015,2026-04-16,account_created,free,0.0
2415,u_202016,2026-05-07,account_created,free,0.0
2416,u_202017,2026-05-24,account_created,free,0.0
2417,u_202018,2026-04-04,account_created,free,0.0
2418,u_202019,2026-06-14,account_created,free,0.0
2419,u_202020,2026-06-19,account_created,free,0.0
2420,u_202021,2026-03-13,account_created,free,0.0
2421,u_202022,2026-06-19,account_created,free,0.0
2422,u_202023,2026-05-03,account_created,free,0.0
2423,u_202024,2026-03-10,account_created,free,0.0
2424,u_202025,2026-05-16,account_created,free,0.0
2425,u_202026,2026-05-17,account_created,free,0.0
2426,u_202027,2026-04-29,account_created,free,0.0
2427,u_202028,2026-05-08,account_created,free,0.0
2428,u_202029,2026-04-17,account_created,free,0.0
2429,u_202030,2026-04-29,account_created,free,0.0
2430,u_202031,2026-04-17,account_created,free,0.0
2431,u_202032,2026-05-18,account_created,free,0.0
2432,u_202033,2026-05-09,account_created,free,0.0
2433,u_202034,2026-05-05,account_created,free,0.0
2434,u_202035,2026-06-14,account_created,free,0.0
2435,u_202035,2026-06-21,upgrade,pro_monthly,9.99
2436,u_202036,2026-04-04,account_created,free,0.0
2437,u_202037,2026-04-27,account_created,free,0.0
2438,u_202038,2026-05-21,account_created,free,0.0
2439,u_202038,2026-05-22,upgrade,pro_annual,79.99
2440,u_202039,2026-06-11,account_created,free,0.0
2441,u_202040,2026-05-26,account_created,free,0.0
2442,u_202041,2026-04-23,account_created,free,0.0
2443,u_202042,2026-04-27,account_created,free,0.0
2444,u_202043,2026-04-16,account_created,free,0.0
2445,u_202043,2026-04-17,upgrade,pro_annual,79.99
2446,u_202044,2026-05-26,account_created,free,0.0
2447,u_202045,2026-03-27,account_created,free,0.0
2448,u_202046,2026-05-05,account_created,free,0.0
2449,u_202047,2026-04-26,account_created,free,0.0
2450,u_202048,2026-04-20,account_created,free,0.0
2451,u_202049,2026-03-03,account_created,free,0.0
2452,u_202050,2026-04-20,account_created,free,0.0
2453,u_202051,2026-04-20,account_created,free,0.0
2454,u_202052,2026-04-17,account_created,free,0.0
2455,u_202053,2026-05-25,account_created,free,0.0
2456,u_202054,2026-04-02,account_created,free,0.0
2457,u_202055,2026-05-14,account_created,free,0.0
2458,u_202056,2026-03-23,account_created,free,0.0
2459,u_202057,2026-04-30,account_created,free,0.0
2460,u_202058,2026-05-20,account_created,free,0.0
2461,u_202058,2026-05-27,upgrade,pro_annual,79.99
2462,u_202059,2026-03-21,account_created,free,0.0
2463,u_202060,2026-03-08,account_created,free,0.0
2464,u_202061,2026-04-04,account_created,free,0.0
2465,u_202062,2026-03-31,account_created,free,0.0
2466,u_202063,2026-06-10,account_created,free,0.0
2467,u_202064,2026-06-06,account_created,free,0.0
2468,u_202065,2026-05-03,account_created,free,0.0
2469,u_202066,2026-04-28,account_created,free,0.0
2470,u_202067,2026-04-27,account_created,free,0.0
2471,u_202068,2026-05-18,account_created,free,0.0
2472,u_202069,2026-06-15,account_created,free,0.0
2473,u_202070,2026-06-15,account_created,free,0.0
2474,u_202071,2026-05-10,account_created,free,0.0
2475,u_202072,2026-06-08,account_created,free,0.0
2476,u_202073,2026-05-30,account_created,free,0.0
2477,u_202074,2026-06-14,account_created,free,0.0
2478,u_202075,2026-05-01,account_created,free,0.0
2479,u_202075,2026-05-04,upgrade,pro_monthly,9.99
2480,u_202076,2026-03-06,account_created,free,0.0
2481,u_202077,2026-05-20,account_created,free,0.0
2482,u_202078,2026-03-08,account_created,free,0.0
2483,u_202079,2026-05-31,account_created,free,0.0
2484,u_202080,2026-06-16,account_created,free,0.0
2485,u_202081,2026-06-17,account_created,free,0.0
2486,u_202082,2026-05-24,account_created,free,0.0
2487,u_202083,2026-05-28,account_created,free,0.0
2488,u_202084,2026-05-01,account_created,free,0.0
2489,u_202085,2026-05-26,account_created,free,0.0
2490,u_202086,2026-06-19,account_created,free,0.0
2491,u_202087,2026-03-10,account_created,free,0.0
2492,u_202087,2026-03-12,upgrade,pro_monthly,9.99
2493,u_202088,2026-06-17,account_created,free,0.0
2494,u_202088,2026-06-19,upgrade,pro_monthly,9.99
2495,u_202089,2026-05-11,account_created,free,0.0
2496,u_202090,2026-06-19,account_created,free,0.0
2497,u_202091,2026-04-16,account_created,free,0.0
2498,u_202092,2026-05-27,account_created,free,0.0
2499,u_202093,2026-05-17,account_created,free,0.0
2500,u_202094,2026-03-28,account_created,free,0.0
2501,u_202095,2026-05-05,account_created,free,0.0
2502,u_202096,2026-06-16,account_created,free,0.0
2503,u_202097,2026-04-10,account_created,free,0.0
2504,u_202098,2026-03-18,account_created,free,0.0
2505,u_202099,2026-05-27,account_created,free,0.0
2506,u_202100,2026-04-14,account_created,free,0.0
2507,u_202101,2026-05-27,account_created,free,0.0
2508,u_202102,2026-06-05,account_created,free,0.0
2509,u_202103,2026-03-13,account_created,free,0.0
2510,u_202104,2026-04-05,account_created,free,0.0
2511,u_202105,2026-04-19,account_created,free,0.0
2512,u_202106,2026-03-12,account_created,free,0.0
2513,u_202107,2026-05-24,account_created,free,0.0
2514,u_202108,2026-04-04,account_created,free,0.0
2515,u_202109,2026-03-30,account_created,free,0.0
2516,u_202110,2026-06-03,account_created,free,0.0
2517,u_202111,2026-05-10,account_created,free,0.0
2518,u_202111,2026-05-19,upgrade,pro_annual,79.99
2519,u_202112,2026-03-09,account_created,free,0.0
2520,u_202113,2026-05-30,account_created,free,0.0
2521,u_202114,2026-04-19,account_created,free,0.0
2522,u_202115,2026-05-22,account_created,free,0.0
2523,u_202116,2026-06-09,account_created,free,0.0
2524,u_202116,2026-06-11,upgrade,pro_monthly,9.99
2525,u_202117,2026-05-23,account_created,free,0.0
2526,u_202118,2026-03-02,account_created,free,0.0
2527,u_202118,2026-03-07,upgrade,pro_monthly,9.99
2528,u_202118,2026-03-24,cancellation,pro_monthly,0.0
2529,u_202119,2026-05-02,account_created,free,0.0
2530,u_202120,2026-04-01,account_created,free,0.0
2531,u_202121,2026-03-22,account_created,free,0.0
2532,u_202122,2026-03-29,account_created,free,0.0
2533,u_202123,2026-05-05,account_created,free,0.0
2534,u_202124,2026-04-15,account_created,free,0.0
2535,u_202125,2026-03-21,account_created,free,0.0
2536,u_202126,2026-03-08,account_created,free,0.0
2537,u_202127,2026-04-14,account_created,free,0.0
2538,u_202127,2026-04-23,upgrade,pro_monthly,9.99
2539,u_202128,2026-05-17,account_created,free,0.0
2540,u_202129,2026-05-06,account_created,free,0.0
2541,u_202130,2026-04-08,account_created,free,0.0
2542,u_202131,2026-04-09,account_created,free,0.0
2543,u_202132,2026-04-30,account_created,free,0.0
2544,u_202133,2026-03-02,account_created,free,0.0
2545,u_202134,2026-05-01,account_created,free,0.0
2546,u_202134,2026-05-10,upgrade,pro_monthly,9.99
2547,u_202135,2026-04-29,account_created,free,0.0
2548,u_202136,2026-05-19,account_created,free,0.0
2549,u_202137,2026-05-20,account_created,free,0.0
2550,u_202138,2026-04-05,account_created,free,0.0
2551,u_202139,2026-03-05,account_created,free,0.0
2552,u_202140,2026-03-19,account_created,free,0.0
2553,u_202141,2026-03-14,account_created,free,0.0
2554,u_202142,2026-03-22,account_created,free,0.0
2555,u_202143,2026-05-20,account_created,free,0.0
2556,u_202144,2026-06-11,account_created,free,0.0
2557,u_202145,2026-05-29,account_created,free,0.0
2558,u_202146,2026-05-27,account_created,free,0.0
2559,u_202147,2026-03-10,account_created,free,0.0
2560,u_202147,2026-03-18,upgrade,pro_monthly,9.99
2561,u_202148,2026-06-17,account_created,free,0.0
2562,u_202149,2026-03-23,account_created,free,0.0
2563,u_202150,2026-05-09,account_created,free,0.0
2564,u_202151,2026-04-08,account_created,free,0.0
2565,u_202152,2026-03-02,account_created,free,0.0
2566,u_202152,2026-03-05,upgrade,pro_annual,79.99
2567,u_202153,2026-04-24,account_created,free,0.0
2568,u_202154,2026-06-21,account_created,free,0.0
2569,u_202154,2026-06-26,upgrade,pro_monthly,9.99
2570,u_202155,2026-03-01,account_created,free,0.0
2571,u_202156,2026-05-16,account_created,free,0.0
2572,u_202157,2026-04-29,account_created,free,0.0
2573,u_202158,2026-05-03,account_created,free,0.0
2574,u_202159,2026-05-15,account_created,free,0.0
2575,u_202160,2026-06-09,account_created,free,0.0
2576,u_202161,2026-03-05,account_created,free,0.0
2577,u_202162,2026-04-15,account_created,free,0.0
2578,u_202163,2026-05-06,account_created,free,0.0
2579,u_202164,2026-04-05,account_created,free,0.0
2580,u_202165,2026-06-12,account_created,free,0.0
2581,u_202165,2026-06-20,upgrade,pro_annual,79.99
2582,u_202166,2026-05-15,account_created,free,0.0
2583,u_202167,2026-05-27,account_created,free,0.0
2584,u_202168,2026-06-11,account_created,free,0.0
2585,u_202169,2026-05-30,account_created,free,0.0
2586,u_202170,2026-05-27,account_created,free,0.0
2587,u_202171,2026-04-13,account_created,free,0.0
2588,u_202172,2026-04-18,account_created,free,0.0
2589,u_202173,2026-04-15,account_created,free,0.0
2590,u_202174,2026-05-07,account_created,free,0.0
2591,u_202175,2026-06-20,account_created,free,0.0
2592,u_202176,2026-04-27,account_created,free,0.0
2593,u_202177,2026-04-18,account_created,free,0.0
2594,u_202178,2026-03-07,account_created,free,0.0
2595,u_202179,2026-06-16,account_created,free,0.0
2596,u_202180,2026-06-03,account_created,free,0.0
2597,u_202180,2026-06-11,upgrade,pro_annual,79.99
2598,u_202181,2026-04-06,account_created,free,0.0
2599,u_202181,2026-04-07,upgrade,pro_monthly,9.99
2600,u_202182,2026-04-10,account_created,free,0.0
2601,u_202183,2026-06-10,account_created,free,0.0
2602,u_202184,2026-05-29,account_created,free,0.0
2603,u_202185,2026-06-02,account_created,free,0.0
2604,u_202185,2026-06-06,upgrade,pro_monthly,9.99
2605,u_202186,2026-04-22,account_created,free,0.0
2606,u_202187,2026-04-06,account_created,free,0.0
2607,u_202188,2026-06-01,account_created,free,0.0
2608,u_202189,2026-04-12,account_created,free,0.0
2609,u_202190,2026-03-30,account_created,free,0.0
2610,u_202191,2026-04-12,account_created,free,0.0
2611,u_202192,2026-06-19,account_created,free,0.0
2612,u_202193,2026-05-15,account_created,free,0.0
2613,u_202194,2026-03-21,account_created,free,0.0
2614,u_202195,2026-06-14,account_created,free,0.0
2615,u_202196,2026-05-04,account_created,free,0.0
2616,u_202197,2026-04-24,account_created,free,0.0
2617,u_202198,2026-05-08,account_created,free,0.0
2618,u_202199,2026-04-18,account_created,free,0.0
2619,u_202200,2026-06-05,account_created,free,0.0
2620,u_202201,2026-06-21,account_created,free,0.0
2621,u_202202,2026-03-31,account_created,free,0.0
2622,u_202203,2026-03-22,account_created,free,0.0
2623,u_202204,2026-06-02,account_created,free,0.0
2624,u_202205,2026-04-04,account_created,free,0.0
2625,u_202206,2026-05-11,account_created,free,0.0
2626,u_202207,2026-03-05,account_created,free,0.0
2627,u_202208,2026-04-28,account_created,free,0.0
2628,u_202209,2026-04-19,account_created,free,0.0
2629,u_202210,2026-05-14,account_created,free,0.0
2630,u_202211,2026-05-20,account_created,free,0.0
2631,u_202212,2026-05-13,account_created,free,0.0
2632,u_202213,2026-05-06,account_created,free,0.0
2633,u_202214,2026-04-20,account_created,free,0.0
2634,u_202215,2026-03-04,account_created,free,0.0
2635,u_202216,2026-05-12,account_created,free,0.0
2636,u_202217,2026-03-15,account_created,free,0.0
2637,u_202218,2026-05-14,account_created,free,0.0
2638,u_202219,2026-04-14,account_created,free,0.0
2639,u_202219,2026-04-16,upgrade,pro_monthly,9.99
2640,u_202220,2026-05-04,account_created,free,0.0
2641,u_202220,2026-05-11,upgrade,enterprise,299.0
2642,u_202221,2026-05-14,account_created,free,0.0
2643,u_202221,2026-05-22,upgrade,pro_annual,79.99
2644,u_202222,2026-05-14,account_created,free,0.0
2645,u_202222,2026-05-20,upgrade,pro_monthly,9.99
2646,u_202223,2026-06-14,account_created,free,0.0
2647,u_202224,2026-03-27,account_created,free,0.0
2648,u_202224,2026-04-03,upgrade,pro_monthly,9.99
2649,u_202225,2026-06-16,account_created,free,0.0
2650,u_202226,2026-03-05,account_created,free,0.0
2651,u_202227,2026-06-09,account_created,free,0.0
2652,u_202228,2026-03-10,account_created,free,0.0
2653,u_202229,2026-05-24,account_created,free,0.0
2654,u_202229,2026-05-28,upgrade,enterprise,299.0
2655,u_202230,2026-04-04,account_created,free,0.0
2656,u_202230,2026-04-12,upgrade,pro_monthly,9.99
2657,u_202231,2026-04-01,account_created,free,0.0
2658,u_202232,2026-06-07,account_created,free,0.0
2659,u_202233,2026-05-21,account_created,free,0.0
2660,u_202233,2026-05-30,upgrade,pro_monthly,9.99
2661,u_202234,2026-03-12,account_created,free,0.0
2662,u_202235,2026-03-22,account_created,free,0.0
2663,u_202236,2026-06-06,account_created,free,0.0
2664,u_202237,2026-04-18,account_created,free,0.0
2665,u_202238,2026-05-09,account_created,free,0.0
2666,u_202238,2026-05-13,upgrade,pro_monthly,9.99
2667,u_202239,2026-03-21,account_created,free,0.0
2668,u_202239,2026-03-27,upgrade,pro_monthly,9.99
2669,u_202240,2026-05-19,account_created,free,0.0
2670,u_202241,2026-05-07,account_created,free,0.0
2671,u_202242,2026-03-11,account_created,free,0.0
2672,u_202243,2026-06-18,account_created,free,0.0
2673,u_202244,2026-04-14,account_created,free,0.0
2674,u_202245,2026-04-02,account_created,free,0.0
2675,u_202246,2026-04-18,account_created,free,0.0
2676,u_202247,2026-05-31,account_created,free,0.0
2677,u_202248,2026-03-13,account_created,free,0.0
2678,u_202249,2026-03-18,account_created,free,0.0
2679,u_202250,2026-05-22,account_created,free,0.0
2680,u_202250,2026-05-30,upgrade,pro_annual,79.99
2681,u_202251,2026-04-21,account_created,free,0.0
2682,u_202252,2026-05-10,account_created,free,0.0
2683,u_202253,2026-03-30,account_created,free,0.0
2684,u_202254,2026-05-01,account_created,free,0.0
2685,u_202255,2026-03-09,account_created,free,0.0
2686,u_202256,2026-04-17,account_created,free,0.0
2687,u_202257,2026-03-22,account_created,free,0.0
2688,u_202258,2026-03-15,account_created,free,0.0
2689,u_202259,2026-04-16,account_created,free,0.0
2690,u_202260,2026-03-28,account_created,free,0.0
2691,u_202261,2026-06-14,account_created,free,0.0
2692,u_202262,2026-04-27,account_created,free,0.0
2693,u_202263,2026-05-23,account_created,free,0.0
2694,u_202264,2026-04-28,account_created,free,0.0
2695,u_202265,2026-04-17,account_created,free,0.0
2696,u_202265,2026-04-25,upgrade,pro_monthly,9.99
2697,u_202265,2026-05-09,cancellation,pro_monthly,0.0
2698,u_202266,2026-04-07,account_created,free,0.0
2699,u_202267,2026-04-26,account_created,free,0.0
2700,u_202267,2026-05-05,upgrade,pro_monthly,9.99
2701,u_202267,2026-06-17,cancellation,pro_monthly,0.0
2702,u_202268,2026-05-27,account_created,free,0.0
2703,u_202269,2026-04-03,account_created,free,0.0
2704,u_202270,2026-03-23,account_created,free,0.0
2705,u_202271,2026-06-07,account_created,free,0.0
2706,u_202272,2026-06-07,account_created,free,0.0
2707,u_202273,2026-03-25,account_created,free,0.0
2708,u_202273,2026-03-30,upgrade,enterprise,299.0
2709,u_202274,2026-05-10,account_created,free,0.0
2710,u_202275,2026-04-15,account_created,free,0.0
2711,u_202275,2026-04-17,upgrade,pro_annual,79.99
2712,u_202276,2026-05-10,account_created,free,0.0
2713,u_202277,2026-05-08,account_created,free,0.0
2714,u_202278,2026-03-06,account_created,free,0.0
2715,u_202279,2026-03-17,account_created,free,0.0
2716,u_202280,2026-06-20,account_created,free,0.0
2717,u_202281,2026-03-13,account_created,free,0.0
2718,u_202281,2026-03-15,upgrade,pro_monthly,9.99
2719,u_202282,2026-06-03,account_created,free,0.0
2720,u_202283,2026-04-14,account_created,free,0.0
2721,u_202284,2026-06-02,account_created,free,0.0
2722,u_202285,2026-04-28,account_created,free,0.0
2723,u_202286,2026-06-10,account_created,free,0.0
2724,u_202287,2026-05-10,account_created,free,0.0
2725,u_202287,2026-05-12,upgrade,pro_monthly,9.99
2726,u_202288,2026-03-31,account_created,free,0.0
2727,u_202289,2026-04-30,account_created,free,0.0
2728,u_202290,2026-05-17,account_created,free,0.0
2729,u_202290,2026-05-22,upgrade,pro_monthly,9.99
2730,u_202291,2026-05-30,account_created,free,0.0
2731,u_202292,2026-03-10,account_created,free,0.0
2732,u_202293,2026-05-01,account_created,free,0.0
2733,u_202294,2026-05-04,account_created,free,0.0
2734,u_202295,2026-05-25,account_created,free,0.0
2735,u_202296,2026-04-13,account_created,free,0.0
2736,u_202297,2026-03-24,account_created,free,0.0
2737,u_202298,2026-06-07,account_created,free,0.0
2738,u_202299,2026-03-06,account_created,free,0.0
2739,u_202300,2026-03-04,account_created,free,0.0
2740,u_202300,2026-03-10,upgrade,pro_annual,79.99
2741,u_202301,2026-05-19,account_created,free,0.0
2742,u_202302,2026-04-19,account_created,free,0.0
2743,u_202303,2026-05-05,account_created,free,0.0
2744,u_202304,2026-04-08,account_created,free,0.0
2745,u_202305,2026-06-03,account_created,free,0.0
2746,u_202306,2026-03-13,account_created,free,0.0
2747,u_202307,2026-05-13,account_created,free,0.0
2748,u_202308,2026-04-30,account_created,free,0.0
2749,u_202309,2026-04-12,account_created,free,0.0
2750,u_202310,2026-06-05,account_created,free,0.0
2751,u_202311,2026-03-03,account_created,free,0.0
2752,u_202312,2026-06-03,account_created,free,0.0
2753,u_202313,2026-04-16,account_created,free,0.0
2754,u_202314,2026-04-21,account_created,free,0.0
2755,u_202315,2026-03-13,account_created,free,0.0
2756,u_202316,2026-03-07,account_created,free,0.0
2757,u_202317,2026-03-14,account_created,free,0.0
2758,u_202317,2026-03-18,upgrade,pro_annual,79.99
2759,u_202318,2026-04-07,account_created,free,0.0
2760,u_202318,2026-04-14,upgrade,pro_monthly,9.99
2761,u_202319,2026-06-17,account_created,free,0.0
2762,u_202320,2026-03-02,account_created,free,0.0
2763,u_202321,2026-05-21,account_created,free,0.0
