user_id,signup_date,acquisition_channel,country,platform,plan_tier,age_bucket,app_version,os_version
u_202059,2026-03-21,organic_search,India,Android,free,45+,7.1.0,12
u_202060,2026-03-08,influencer,Germany,Android,free,45+,7.0.0,15
u_202061,2026-04-04,paid_search,Germany,Android,free,25-34,7.1.0,14
u_202062,2026-03-31,organic_search,United Kingdom,iOS,free,13-17,7.1.0,18.0
u_202063,2026-06-10,paid_social,Pakistan,Android,free,25-34,7.1.0,15
u_202064,2026-06-06,organic_search,Pakistan,Android,free,45+,6.9.0,13
u_202065,2026-05-03,organic_search,Brazil,iOS,free,25-34,6.9.0,17.0
u_202066,2026-04-28,influencer,Pakistan,iOS,free,35-44,7.1.0,18.2
u_202067,2026-04-27,paid_search,Pakistan,Android,free,35-44,7.0.1,13
u_202068,2026-05-18,influencer,United States,iOS,free,35-44,7.0.1,17.4
u_202069,2026-06-15,organic_search,India,Web,free,35-44,7.0.1,n/a
u_202070,2026-06-15,organic_search,Pakistan,Android,free,25-34,6.9.0,12
u_202071,2026-05-10,paid_social,Nigeria,iOS,free,25-34,7.1.0,17.4
u_202072,2026-06-08,referral,India,iOS,free,25-34,7.1.0,16.5
u_202073,2026-05-30,paid_social,United Kingdom,Android,free,25-34,7.0.0,14
u_202074,2026-06-14,organic_search,Brazil,Android,free,35-44,6.9.0,13
u_202075,2026-05-01,referral,United States,iOS,pro_monthly,18-24,7.0.1,17.4
u_202076,2026-03-06,organic_search,Turkey,iOS,free,13-17,6.9.2,18.0
u_202077,2026-05-20,paid_search,Pakistan,Web,free,35-44,7.1.0,n/a
u_202078,2026-03-08,paid_social,India,iOS,free,25-34,7.0.1,17.4
u_202079,2026-05-31,organic_search,Germany,iOS,free,35-44,7.0.1,16.5
u_202080,2026-06-16,referral,United Kingdom,iOS,free,18-24,6.8.0,17.4
u_202081,2026-06-17,app_store_browse,Germany,Android,free,18-24,7.0.1,13
u_202082,2026-05-24,app_store_browse,Indonesia,Android,free,18-24,6.9.2,13
u_202083,2026-05-28,app_store_browse,Brazil,Android,free,13-17,6.9.0,15
u_202084,2026-05-01,influencer,United States,iOS,free,25-34,7.0.0,18.2
u_202085,2026-05-26,influencer,India,Android,free,25-34,7.0.0,14
u_202086,2026-06-19,referral,Nigeria,Android,free,45+,7.1.0,15
u_202087,2026-03-10,organic_search,Pakistan,Android,pro_monthly,25-34,7.1.0,15
u_202088,2026-06-17,influencer,Saudi Arabia,Android,pro_monthly,45+,6.9.0,14
u_202089,2026-05-11,app_store_browse,Pakistan,Android,free,18-24,7.0.1,15
u_202090,2026-06-19,paid_social,United States,Android,free,25-34,7.0.1,14
u_202091,2026-04-16,app_store_browse,Pakistan,Android,free,18-24,6.8.0,13
u_202092,2026-05-27,influencer,Indonesia,iOS,free,18-24,7.0.1,17.0
u_202093,2026-05-17,influencer,United Kingdom,Web,free,35-44,6.9.2,n/a
u_202094,2026-03-28,organic_search,Pakistan,iOS,free,25-34,7.1.0,18.2
u_202095,2026-05-05,paid_social,United Kingdom,iOS,free,35-44,7.1.0,18.0
u_202096,2026-06-16,paid_search,United Kingdom,Web,free,25-34,7.0.1,n/a
u_202097,2026-04-10,paid_search,Philippines,Web,free,18-24,7.1.0,n/a
u_202098,2026-03-18,referral,United States,iOS,free,25-34,6.9.0,16.5
u_202099,2026-05-27,paid_social,India,Web,free,18-24,7.1.0,n/a
u_202100,2026-04-14,organic_search,Nigeria,iOS,free,25-34,6.9.0,17.4
u_202101,2026-05-27,influencer,Nigeria,Android,free,18-24,7.0.1,15
u_202102,2026-06-05,organic_search,Indonesia,Android,free,25-34,6.9.2,13
u_202103,2026-03-13,referral,Saudi Arabia,Android,free,35-44,7.1.0,13
u_202104,2026-04-05,influencer,Brazil,iOS,free,25-34,7.0.0,16.5
u_202105,2026-04-19,influencer,United States,Android,free,45+,7.0.1,12
u_202106,2026-03-12,paid_social,Pakistan,Android,free,25-34,7.1.0,14
u_202107,2026-05-24,paid_search,United Kingdom,iOS,free,45+,6.9.0,16.5
u_202108,2026-04-04,app_store_browse,United Arab Emirates,iOS,free,25-34,7.0.1,18.2
u_202109,2026-03-30,paid_social,Philippines,Web,free,25-34,6.9.2,n/a
u_202110,2026-06-03,paid_social,United States,Android,free,45+,6.8.0,15
u_202111,2026-05-10,paid_social,India,Android,pro_annual,35-44,7.0.1,15
u_202112,2026-03-09,app_store_browse,United Arab Emirates,iOS,free,13-17,7.0.1,18.0
u_202113,2026-05-30,organic_search,Turkey,Android,free,25-34,6.9.2,15
u_202114,2026-04-19,influencer,United States,iOS,free,35-44,7.1.0,16.5
u_202115,2026-05-22,organic_search,Saudi Arabia,Android,free,25-34,7.0.0,12
u_202116,2026-06-09,paid_social,Turkey,Web,pro_monthly,18-24,7.0.0,n/a
u_202117,2026-05-23,influencer,United States,Android,free,18-24,7.0.0,15
u_202118,2026-03-02,paid_social,Saudi Arabia,Android,pro_monthly,25-34,7.1.0,14
u_202119,2026-05-02,referral,Brazil,iOS,free,35-44,7.0.1,17.4
u_202120,2026-04-01,influencer,Pakistan,iOS,free,25-34,7.1.0,18.0
u_202121,2026-03-22,app_store_browse,India,Web,free,45+,7.0.1,n/a
u_202122,2026-03-29,paid_social,United States,Android,free,25-34,6.9.2,15
u_202123,2026-05-05,paid_social,India,Android,free,18-24,6.9.2,15
u_202124,2026-04-15,organic_search,United States,Web,free,25-34,6.8.0,n/a
u_202125,2026-03-21,referral,Indonesia,iOS,free,18-24,7.1.0,17.4
u_202126,2026-03-08,paid_social,Germany,Android,free,25-34,7.0.0,14
u_202127,2026-04-14,organic_search,Germany,iOS,pro_monthly,18-24,7.1.0,18.2
u_202128,2026-05-17,paid_search,Turkey,iOS,free,18-24,7.0.1,16.5
u_202129,2026-05-06,paid_social,United States,Android,free,45+,7.0.1,14
u_202130,2026-04-08,paid_social,India,Android,free,35-44,7.0.0,14
u_202131,2026-04-09,organic_search,Pakistan,iOS,free,35-44,7.0.1,17.0
u_202132,2026-04-30,paid_search,Pakistan,iOS,free,18-24,7.0.1,16.5
u_202133,2026-03-02,organic_search,United States,iOS,free,35-44,7.0.0,17.4
u_202134,2026-05-01,organic_search,Philippines,iOS,pro_monthly,25-34,6.9.2,18.0
u_202135,2026-04-29,referral,United Kingdom,Android,free,35-44,7.0.1,12
u_202136,2026-05-19,paid_search,Germany,Android,free,18-24,7.1.0,13
u_202137,2026-05-20,paid_social,United States,Android,free,18-24,7.0.0,13
u_202138,2026-04-05,paid_social,United States,iOS,free,18-24,7.1.0,18.0
u_202139,2026-03-05,app_store_browse,Indonesia,iOS,free,18-24,7.0.0,18.0
u_202140,2026-03-19,influencer,United States,Web,free,18-24,7.0.1,n/a
u_202141,2026-03-14,app_store_browse,United States,iOS,free,35-44,6.9.0,16.5
u_202142,2026-03-22,influencer,United Kingdom,Android,free,45+,6.9.2,13
u_202143,2026-05-20,paid_social,Indonesia,Android,free,25-34,7.1.0,14
u_202144,2026-06-11,influencer,United Arab Emirates,Web,free,18-24,6.9.2,n/a
u_202145,2026-05-29,referral,Pakistan,Android,free,35-44,7.0.0,13
u_202146,2026-05-27,influencer,India,iOS,free,18-24,7.0.1,18.0
u_202147,2026-03-10,referral,Nigeria,Android,pro_monthly,35-44,7.0.0,13
u_202148,2026-06-17,organic_search,United States,Web,free,35-44,7.0.0,n/a
u_202149,2026-03-23,influencer,United States,iOS,free,25-34,7.0.0,17.0
u_202150,2026-05-09,influencer,United Kingdom,iOS,free,25-34,7.1.0,17.0
u_202151,2026-04-08,paid_social,Indonesia,Web,free,13-17,7.1.0,n/a
u_202152,2026-03-02,influencer,Pakistan,Android,pro_annual,18-24,7.0.1,13
u_202153,2026-04-24,app_store_browse,Turkey,Web,free,18-24,6.9.2,n/a
u_202154,2026-06-21,referral,United Kingdom,Android,pro_monthly,18-24,7.0.1,12
u_202155,2026-03-01,influencer,Pakistan,Web,free,25-34,7.0.1,n/a
u_202156,2026-05-16,influencer,United Arab Emirates,Android,free,18-24,7.1.0,12
u_202157,2026-04-29,paid_search,Indonesia,iOS,free,25-34,6.9.2,18.2
u_202158,2026-05-03,organic_search,Brazil,Android,free,25-34,7.0.1,15
u_202159,2026-05-15,influencer,India,iOS,free,18-24,7.0.1,16.5
u_202160,2026-06-09,influencer,United States,iOS,free,45+,7.1.0,17.0
u_202161,2026-03-05,referral,Pakistan,iOS,free,25-34,7.0.1,18.2
u_202162,2026-04-15,paid_social,United Arab Emirates,Web,free,13-17,6.8.0,n/a
u_202163,2026-05-06,paid_search,India,Android,free,25-34,7.0.1,15
u_202164,2026-04-05,paid_social,India,iOS,free,18-24,7.1.0,18.0
u_202165,2026-06-12,paid_social,Philippines,iOS,pro_annual,25-34,7.0.0,18.2
u_202166,2026-05-15,paid_search,United Kingdom,iOS,free,35-44,7.1.0,18.2
u_202167,2026-05-27,app_store_browse,Saudi Arabia,iOS,free,18-24,7.0.1,18.2
u_202168,2026-06-11,app_store_browse,United States,iOS,free,18-24,7.1.0,17.4
u_202169,2026-05-30,referral,United States,Android,free,18-24,6.9.2,15
u_202170,2026-05-27,paid_search,Nigeria,iOS,free,18-24,7.1.0,17.0
u_202171,2026-04-13,influencer,United States,Android,free,13-17,6.9.2,12
u_202172,2026-04-18,influencer,United States,Android,free,18-24,7.0.1,12
u_202173,2026-04-15,paid_social,Pakistan,Android,free,13-17,7.1.0,14
u_202174,2026-05-07,paid_social,United States,Android,free,18-24,7.0.0,12
u_202175,2026-06-20,organic_search,India,iOS,free,13-17,7.0.1,18.2
u_202176,2026-04-27,referral,Pakistan,Android,free,25-34,7.0.1,13
u_202177,2026-04-18,paid_social,United States,Android,free,25-34,7.1.0,12
u_202178,2026-03-07,paid_social,United States,Android,free,25-34,7.0.1,15
u_202179,2026-06-16,organic_search,Pakistan,Android,free,18-24,6.8.0,12
u_202180,2026-06-03,app_store_browse,United States,Web,pro_annual,35-44,7.1.0,n/a
u_202181,2026-04-06,paid_search,Indonesia,iOS,pro_monthly,25-34,7.1.0,16.5
u_202182,2026-04-10,organic_search,Pakistan,iOS,free,18-24,6.8.0,17.4
u_202183,2026-06-10,influencer,India,iOS,free,25-34,6.9.0,18.0
u_202184,2026-05-29,paid_social,India,Android,free,35-44,7.1.0,15
u_202185,2026-06-02,influencer,Brazil,Web,pro_monthly,18-24,7.1.0,n/a
u_202186,2026-04-22,organic_search,India,Android,free,25-34,7.0.0,15
u_202187,2026-04-06,influencer,Germany,iOS,free,25-34,6.9.2,18.0
u_202188,2026-06-01,app_store_browse,Brazil,iOS,free,25-34,7.1.0,17.4
u_202189,2026-04-12,influencer,India,iOS,free,35-44,7.0.1,17.0
u_202190,2026-03-30,paid_social,United States,iOS,free,18-24,7.1.0,16.5
u_202191,2026-04-12,paid_social,Nigeria,iOS,free,25-34,6.9.2,16.5
u_202192,2026-06-19,influencer,United States,Android,free,18-24,7.0.1,14
u_202193,2026-05-15,app_store_browse,Germany,iOS,free,13-17,6.9.2,17.4
u_202194,2026-03-21,paid_search,Saudi Arabia,iOS,free,18-24,7.1.0,18.0
u_202195,2026-06-14,organic_search,Pakistan,iOS,free,35-44,7.1.0,17.4
u_202196,2026-05-04,influencer,Indonesia,Android,free,13-17,7.0.0,13
u_202197,2026-04-24,app_store_browse,Indonesia,Web,free,18-24,7.1.0,n/a
u_202198,2026-05-08,organic_search,Philippines,Web,free,35-44,7.1.0,n/a
u_202199,2026-04-18,referral,Pakistan,Android,free,25-34,7.1.0,14
u_202200,2026-06-05,paid_search,United Arab Emirates,iOS,free,35-44,7.0.1,18.2
u_202201,2026-06-21,paid_social,United States,iOS,free,35-44,6.9.2,17.4
u_202202,2026-03-31,organic_search,India,iOS,free,25-34,7.0.1,18.2
u_202203,2026-03-22,paid_social,United States,Android,free,13-17,6.9.2,14
u_202204,2026-06-02,paid_search,Turkey,Android,free,18-24,7.0.1,14
u_202205,2026-04-04,organic_search,Pakistan,Web,free,18-24,6.9.0,n/a
u_202206,2026-05-11,organic_search,Pakistan,Web,free,35-44,6.9.0,n/a
u_202207,2026-03-05,paid_search,Pakistan,Android,free,18-24,7.1.0,13
u_202208,2026-04-28,influencer,United Arab Emirates,Web,free,18-24,7.0.1,n/a
u_202209,2026-04-19,paid_social,United States,Android,free,45+,7.0.1,13
u_202210,2026-05-14,influencer,Brazil,iOS,free,18-24,7.1.0,17.4
u_202211,2026-05-20,app_store_browse,United States,iOS,free,18-24,7.0.1,17.0
u_202212,2026-05-13,paid_social,United States,iOS,free,18-24,7.0.0,17.4
u_202213,2026-05-06,organic_search,Saudi Arabia,iOS,free,18-24,6.8.0,16.5
u_202214,2026-04-20,referral,United States,Android,free,25-34,6.9.2,12
u_202215,2026-03-04,paid_social,United States,Android,free,18-24,7.0.1,13
u_202216,2026-05-12,organic_search,India,iOS,free,35-44,7.0.1,17.0
u_202217,2026-03-15,influencer,United States,Android,free,45+,7.0.1,15
u_202218,2026-05-14,app_store_browse,United States,iOS,free,18-24,7.1.0,18.0
u_202219,2026-04-14,paid_social,Turkey,Android,pro_monthly,25-34,7.0.1,15
u_202220,2026-05-04,organic_search,India,iOS,enterprise,18-24,7.0.1,18.0
u_202221,2026-05-14,organic_search,Indonesia,iOS,pro_annual,25-34,7.0.1,17.4
u_202222,2026-05-14,organic_search,India,iOS,pro_monthly,25-34,7.1.0,18.0
u_202223,2026-06-14,referral,United States,iOS,free,18-24,7.0.1,17.0
u_202224,2026-03-27,paid_search,Pakistan,iOS,pro_monthly,13-17,6.9.0,17.0
u_202225,2026-06-16,paid_search,United Kingdom,iOS,free,35-44,7.1.0,17.0
u_202226,2026-03-05,paid_social,Pakistan,Web,free,25-34,7.0.0,n/a
u_202227,2026-06-09,organic_search,Turkey,iOS,free,25-34,7.0.0,17.0
u_202228,2026-03-10,influencer,United States,iOS,free,35-44,6.9.2,16.5
u_202229,2026-05-24,organic_search,United Arab Emirates,Android,enterprise,25-34,7.1.0,12
u_202230,2026-04-04,paid_social,United Arab Emirates,Android,pro_monthly,18-24,7.1.0,15
u_202231,2026-04-01,paid_social,United States,iOS,free,18-24,7.1.0,16.5
u_202232,2026-06-07,paid_social,Germany,Android,free,35-44,7.1.0,12
u_202233,2026-05-21,paid_social,United States,Web,pro_monthly,18-24,7.1.0,n/a
u_202234,2026-03-12,organic_search,Nigeria,Web,free,45+,6.9.0,n/a
u_202235,2026-03-22,app_store_browse,Germany,iOS,free,13-17,7.0.1,18.0
u_202236,2026-06-06,influencer,Indonesia,Android,free,18-24,7.0.0,14
u_202237,2026-04-18,paid_search,India,Android,free,45+,7.1.0,15
u_202238,2026-05-09,influencer,United Kingdom,iOS,pro_monthly,25-34,7.1.0,18.2
u_202239,2026-03-21,paid_social,Turkey,iOS,pro_monthly,45+,6.9.2,17.0
u_202240,2026-05-19,app_store_browse,Turkey,iOS,free,35-44,7.0.1,17.0
u_202241,2026-05-07,referral,United States,Android,free,13-17,7.0.1,13
u_202242,2026-03-11,app_store_browse,Brazil,iOS,free,18-24,6.9.2,18.2
u_202243,2026-06-18,referral,Nigeria,iOS,free,45+,7.0.1,18.2
u_202244,2026-04-14,paid_social,Pakistan,iOS,free,25-34,7.0.1,17.4
u_202245,2026-04-02,paid_search,Saudi Arabia,Android,free,25-34,7.1.0,15
u_202246,2026-04-18,paid_social,India,Android,free,18-24,7.1.0,15
u_202247,2026-05-31,app_store_browse,Saudi Arabia,iOS,free,13-17,7.0.1,18.0
u_202248,2026-03-13,organic_search,India,Android,free,18-24,7.1.0,13
u_202249,2026-03-18,app_store_browse,Pakistan,iOS,free,25-34,7.1.0,17.4
u_202250,2026-05-22,paid_search,Nigeria,Android,pro_annual,25-34,7.0.0,12
u_202251,2026-04-21,organic_search,United Arab Emirates,Android,free,18-24,7.0.1,12
u_202252,2026-05-10,app_store_browse,Nigeria,Android,free,25-34,7.0.1,12
u_202253,2026-03-30,paid_search,United States,Android,free,13-17,7.1.0,12
u_202254,2026-05-01,influencer,Pakistan,iOS,free,35-44,7.0.1,18.0
u_202255,2026-03-09,paid_social,Philippines,Android,free,18-24,7.0.1,12
u_202256,2026-04-17,paid_search,Saudi Arabia,Android,free,25-34,7.0.1,15
u_202257,2026-03-22,organic_search,United Kingdom,iOS,free,25-34,7.0.1,17.4
u_202258,2026-03-15,influencer,Germany,iOS,free,18-24,7.0.1,17.0
u_202259,2026-04-16,paid_social,Turkey,Android,free,35-44,6.8.0,12
u_202260,2026-03-28,paid_social,India,iOS,free,45+,6.9.0,16.5
u_202261,2026-06-14,app_store_browse,United States,Android,free,18-24,6.9.2,15
u_202262,2026-04-27,organic_search,Turkey,iOS,free,18-24,7.0.1,18.2
u_202263,2026-05-23,referral,United Arab Emirates,iOS,free,25-34,7.1.0,18.0
u_202264,2026-04-28,paid_social,Pakistan,Android,free,25-34,7.1.0,12
u_202265,2026-04-17,organic_search,Saudi Arabia,Web,pro_monthly,18-24,7.0.1,n/a
u_202266,2026-04-07,organic_search,India,Android,free,18-24,6.9.2,13
u_202267,2026-04-26,app_store_browse,United Kingdom,iOS,pro_monthly,13-17,6.9.2,16.5
u_202268,2026-05-27,organic_search,United States,iOS,free,18-24,7.0.1,18.2
u_202269,2026-04-03,influencer,United States,iOS,free,25-34,7.0.0,18.2
u_202270,2026-03-23,app_store_browse,Germany,iOS,free,25-34,6.9.2,18.2
u_202271,2026-06-07,organic_search,Germany,iOS,free,35-44,6.9.2,18.0
u_202272,2026-06-07,app_store_browse,United Arab Emirates,Android,free,25-34,6.9.2,15
u_202273,2026-03-25,influencer,Germany,iOS,enterprise,18-24,7.0.1,17.0
u_202274,2026-05-10,organic_search,India,iOS,free,25-34,7.1.0,17.0
u_202275,2026-04-15,paid_social,United Kingdom,iOS,pro_annual,25-34,7.0.0,16.5
u_202276,2026-05-10,referral,India,Android,free,25-34,6.9.2,15
u_202277,2026-05-08,organic_search,Pakistan,iOS,free,45+,7.1.0,18.0
u_202278,2026-03-06,organic_search,Philippines,iOS,free,25-34,7.0.0,17.4
u_202279,2026-03-17,referral,Indonesia,Android,free,35-44,7.1.0,14
u_202280,2026-06-20,organic_search,Germany,Android,free,45+,7.1.0,13
u_202281,2026-03-13,paid_search,Turkey,Android,pro_monthly,18-24,7.0.1,14
u_202282,2026-06-03,paid_social,Pakistan,Android,free,25-34,7.0.1,15
u_202283,2026-04-14,paid_search,United States,Web,free,45+,7.1.0,n/a
u_202284,2026-06-02,paid_social,United Arab Emirates,iOS,free,18-24,6.9.2,17.4
u_202285,2026-04-28,organic_search,Pakistan,Web,free,25-34,7.1.0,n/a
u_202286,2026-06-10,paid_social,United States,iOS,free,25-34,6.9.2,18.0
u_202287,2026-05-10,influencer,Saudi Arabia,iOS,pro_monthly,18-24,7.1.0,17.0
u_202288,2026-03-31,paid_social,India,Android,free,13-17,7.1.0,14
u_202289,2026-04-30,paid_social,Pakistan,iOS,free,18-24,7.0.1,17.4
u_202290,2026-05-17,paid_social,Nigeria,iOS,pro_monthly,25-34,7.1.0,18.0
u_202291,2026-05-30,influencer,Nigeria,Android,free,18-24,7.0.1,12
u_202292,2026-03-10,paid_search,United States,Android,free,25-34,7.1.0,13
u_202293,2026-05-01,paid_social,Germany,Android,free,25-34,7.0.1,15
u_202294,2026-05-04,paid_search,India,iOS,free,18-24,7.1.0,17.4
u_202295,2026-05-25,organic_search,Turkey,iOS,free,25-34,7.1.0,17.4
u_202296,2026-04-13,organic_search,India,Android,free,18-24,6.9.2,13
u_202297,2026-03-24,paid_search,Saudi Arabia,Android,free,35-44,7.1.0,12
u_202298,2026-06-07,organic_search,United Kingdom,Web,free,18-24,6.9.0,n/a
u_202299,2026-03-06,paid_search,Germany,Android,free,25-34,7.0.1,13
u_202300,2026-03-04,organic_search,United Kingdom,Android,pro_annual,25-34,7.1.0,14
u_202301,2026-05-19,paid_social,United Kingdom,Android,free,18-24,7.1.0,14
u_202302,2026-04-19,influencer,Philippines,Android,free,25-34,7.1.0,15
u_202303,2026-05-05,organic_search,United States,Android,free,25-34,7.0.1,12
u_202304,2026-04-08,organic_search,Pakistan,Android,free,25-34,7.0.0,15
u_202305,2026-06-03,referral,United States,Android,free,25-34,7.0.1,13
u_202306,2026-03-13,influencer,United States,iOS,free,25-34,6.9.0,17.4
u_202307,2026-05-13,paid_social,Germany,iOS,free,25-34,7.0.1,17.4
u_202308,2026-04-30,referral,Turkey,Android,free,25-34,6.9.2,14
u_202309,2026-04-12,paid_social,Turkey,iOS,free,25-34,7.1.0,16.5
u_202310,2026-06-05,influencer,Saudi Arabia,Android,free,13-17,7.0.1,12
u_202311,2026-03-03,influencer,Brazil,Web,free,35-44,7.1.0,n/a
u_202312,2026-06-03,influencer,Pakistan,Android,free,18-24,7.0.0,12
u_202313,2026-04-16,paid_social,United States,Web,free,18-24,6.9.0,n/a
u_202314,2026-04-21,paid_social,Pakistan,iOS,free,45+,7.1.0,16.5
u_202315,2026-03-13,organic_search,Philippines,iOS,free,18-24,7.1.0,18.2
u_202316,2026-03-07,paid_social,Indonesia,Android,free,35-44,7.0.0,15
u_202317,2026-03-14,organic_search,Philippines,Web,pro_annual,35-44,7.0.1,n/a
u_202318,2026-04-07,referral,United States,iOS,pro_monthly,18-24,7.0.0,18.0
u_202319,2026-06-17,organic_search,Philippines,Android,free,25-34,7.1.0,13
u_202320,2026-03-02,paid_social,United Arab Emirates,iOS,free,45+,7.0.1,18.2
u_202321,2026-05-21,referral,United States,Android,pro_monthly,45+,7.1.0,12
u_202322,2026-03-04,organic_search,United States,iOS,free,25-34,7.1.0,17.0
u_202323,2026-06-03,paid_search,United Kingdom,Android,pro_monthly,25-34,7.0.0,12
u_202324,2026-04-16,paid_search,India,Android,free,45+,6.9.0,15
u_202325,2026-05-24,organic_search,United Kingdom,iOS,pro_monthly,18-24,6.9.2,17.0
u_202326,2026-03-24,influencer,Germany,Android,free,18-24,7.1.0,13
u_202327,2026-04-28,organic_search,United States,iOS,free,25-34,7.0.1,17.0
u_202328,2026-05-22,paid_search,India,Android,free,18-24,7.0.1,15
u_202329,2026-05-05,paid_social,United States,Android,free,35-44,7.0.0,15
u_202330,2026-06-05,paid_social,United States,Web,free,18-24,7.0.1,n/a
u_202331,2026-03-01,influencer,India,iOS,free,45+,6.9.0,17.4
u_202332,2026-05-25,influencer,United States,Web,free,25-34,7.1.0,n/a
u_202333,2026-03-17,organic_search,United States,iOS,free,25-34,6.9.2,17.0
u_202334,2026-05-07,influencer,United Arab Emirates,iOS,free,18-24,7.1.0,18.0
u_202335,2026-03-25,influencer,India,iOS,free,45+,7.0.0,18.2
u_202336,2026-03-21,paid_social,United States,iOS,free,18-24,7.0.1,17.4
u_202337,2026-05-09,organic_search,Indonesia,Android,free,18-24,7.0.1,13
u_202338,2026-03-29,app_store_browse,Saudi Arabia,iOS,pro_annual,25-34,7.1.0,17.0
u_202339,2026-03-22,influencer,India,Android,free,18-24,7.1.0,12
u_202340,2026-05-26,organic_search,United Arab Emirates,Web,free,25-34,7.1.0,n/a
u_202341,2026-06-15,organic_search,Pakistan,Web,free,45+,7.1.0,n/a
u_202342,2026-03-31,influencer,United Arab Emirates,iOS,free,25-34,7.0.1,18.0
u_202343,2026-05-17,organic_search,Brazil,iOS,free,13-17,7.1.0,16.5
u_202344,2026-03-25,organic_search,Brazil,Android,free,25-34,6.9.0,14
u_202345,2026-06-04,referral,India,iOS,free,35-44,7.0.1,17.4
u_202346,2026-03-30,influencer,Pakistan,Android,pro_annual,18-24,6.9.2,14
u_202347,2026-05-21,organic_search,Nigeria,Web,free,25-34,7.1.0,n/a
u_202348,2026-03-20,influencer,India,Android,free,25-34,7.1.0,14
u_202349,2026-04-12,influencer,United Kingdom,iOS,free,25-34,7.0.0,16.5
u_202350,2026-06-09,organic_search,India,iOS,free,25-34,7.1.0,18.0
u_202351,2026-06-11,influencer,India,iOS,free,18-24,7.0.1,18.0
u_202352,2026-05-10,paid_social,Germany,Android,free,18-24,7.0.1,12
u_202353,2026-05-09,paid_search,United Kingdom,Android,free,18-24,6.8.0,13
u_202354,2026-03-23,organic_search,United Kingdom,Android,free,25-34,7.1.0,14
u_202355,2026-04-07,paid_social,Indonesia,Web,free,25-34,7.1.0,n/a
u_202356,2026-03-15,paid_social,United Arab Emirates,Android,free,18-24,7.1.0,14
u_202357,2026-05-31,referral,Turkey,iOS,free,35-44,7.1.0,17.0
u_202358,2026-05-16,organic_search,India,iOS,free,18-24,6.9.0,18.2
u_202359,2026-03-10,referral,India,iOS,pro_monthly,18-24,7.1.0,16.5
u_202360,2026-03-20,paid_search,United States,Android,free,18-24,7.1.0,13
u_202361,2026-05-11,paid_social,United States,Web,free,35-44,7.0.0,n/a
u_202362,2026-03-28,paid_social,United States,Android,free,35-44,6.9.0,12
u_202363,2026-03-20,paid_social,Pakistan,Android,free,25-34,7.1.0,12
u_202364,2026-05-28,paid_social,United Kingdom,Web,free,18-24,7.0.1,n/a
u_202365,2026-03-14,influencer,Pakistan,iOS,free,45+,7.1.0,17.0
u_202366,2026-06-14,paid_search,India,Android,free,18-24,7.1.0,14
u_202367,2026-05-13,organic_search,United States,Android,free,25-34,7.1.0,15
u_202368,2026-05-20,organic_search,India,Android,pro_monthly,18-24,6.9.2,13
u_202369,2026-06-14,organic_search,United States,Android,free,25-34,7.1.0,12
u_202370,2026-03-12,paid_search,United Kingdom,iOS,free,45+,7.0.0,17.4
u_202371,2026-03-10,app_store_browse,India,Android,free,18-24,7.0.1,15
u_202372,2026-03-15,paid_search,India,iOS,free,18-24,7.1.0,17.4
u_202373,2026-05-13,referral,United Arab Emirates,Android,free,35-44,7.1.0,14
u_202374,2026-03-05,app_store_browse,Germany,Android,free,18-24,7.0.0,13
u_202375,2026-03-18,paid_social,India,iOS,free,18-24,7.1.0,16.5
u_202376,2026-05-29,influencer,United Kingdom,iOS,free,13-17,6.9.2,17.0
u_202377,2026-06-08,influencer,Nigeria,iOS,pro_monthly,18-24,7.1.0,18.2
u_202378,2026-03-10,paid_search,United States,iOS,free,25-34,7.1.0,18.2
u_202379,2026-03-30,organic_search,United Kingdom,iOS,free,13-17,7.1.0,17.4
u_202380,2026-05-23,paid_social,United States,iOS,free,18-24,7.1.0,18.0
u_202381,2026-06-20,organic_search,India,iOS,free,35-44,7.0.1,16.5
u_202382,2026-03-02,organic_search,United Kingdom,Android,free,25-34,7.0.0,13
u_202383,2026-04-20,organic_search,Pakistan,iOS,free,25-34,6.8.0,18.2
u_202384,2026-03-09,paid_social,Brazil,iOS,free,18-24,7.1.0,18.2
u_202385,2026-05-04,influencer,United Arab Emirates,iOS,free,25-34,7.1.0,18.0
u_202386,2026-05-15,organic_search,India,Android,free,35-44,7.0.1,13
u_202387,2026-04-07,influencer,Indonesia,Android,free,25-34,7.0.1,13
u_202388,2026-04-17,organic_search,Germany,Android,pro_monthly,18-24,7.1.0,12
u_202389,2026-06-03,organic_search,United States,Android,free,13-17,7.0.1,13
u_202390,2026-04-27,paid_social,Nigeria,Android,free,18-24,6.9.2,15
u_202391,2026-04-12,paid_search,United Arab Emirates,iOS,free,45+,7.0.0,17.4
u_202392,2026-05-01,paid_social,United States,Web,free,25-34,7.1.0,n/a
u_202393,2026-06-12,organic_search,Philippines,iOS,pro_monthly,25-34,7.0.1,18.0
u_202394,2026-03-21,app_store_browse,Germany,iOS,free,18-24,7.1.0,17.0
u_202395,2026-06-12,paid_social,Germany,Android,free,25-34,6.9.0,13
u_202396,2026-05-01,paid_search,India,Web,free,35-44,7.1.0,n/a
u_202397,2026-06-20,app_store_browse,Philippines,iOS,free,25-34,7.0.1,16.5
u_202398,2026-06-21,paid_search,Turkey,Web,free,18-24,7.0.1,n/a
u_202399,2026-06-18,paid_social,Indonesia,Web,free,25-34,7.0.0,n/a
