transaction_id,user_id,transaction_date,transaction_type,credits,cost_usd
565,u_201599,2026-05-24,refund,-750,-4.5
566,u_201600,2026-05-16,purchase,500,3.0
567,u_201602,2026-04-30,purchase,5000,30.0
568,u_201602,2026-04-28,purchase,500,3.0
569,u_201603,2026-04-06,purchase,500,3.0
570,u_201603,2026-03-30,purchase,500,3.0
571,u_201606,2026-05-13,purchase,1500,9.0
572,u_201608,2026-05-04,purchase,5000,30.0
573,u_201609,2026-04-03,purchase,5000,30.0
574,u_201612,2026-03-28,purchase,1500,9.0
575,u_201613,2026-05-06,purchase,1500,9.0
576,u_201616,2026-03-17,purchase,1500,9.0
577,u_201622,2026-04-27,purchase,500,3.0
578,u_201625,2026-05-17,purchase,500,3.0
579,u_201633,2026-06-14,purchase,1500,9.0
580,u_201633,2026-06-15,purchase,500,3.0
581,u_201636,2026-05-24,purchase,5000,30.0
582,u_201637,2026-04-06,purchase,5000,30.0
583,u_201638,2026-03-31,purchase,500,3.0
584,u_201644,2026-06-14,purchase,500,3.0
585,u_201644,2026-06-14,purchase,5000,30.0
586,u_201648,2026-05-07,purchase,1500,9.0
587,u_201655,2026-06-06,purchase,1500,9.0
588,u_201656,2026-04-30,purchase,500,3.0
589,u_201662,2026-03-25,purchase,1500,9.0
590,u_201663,2026-04-30,purchase,5000,30.0
591,u_201664,2026-06-14,purchase,1500,9.0
592,u_201666,2026-06-03,purchase,5000,30.0
593,u_201669,2026-05-31,purchase,1500,9.0
594,u_201670,2026-04-19,purchase,5000,30.0
595,u_201670,2026-04-20,refund,-2500,-15.0
596,u_201670,2026-04-24,purchase,5000,30.0
597,u_201675,2026-05-20,purchase,1500,9.0
598,u_201676,2026-06-22,purchase,1500,9.0
599,u_201677,2026-06-01,purchase,1500,9.0
600,u_201677,2026-05-27,purchase,1500,9.0
601,u_201677,2026-06-01,purchase,500,3.0
602,u_201680,2026-03-14,purchase,500,3.0
603,u_201682,2026-05-06,purchase,5000,30.0
604,u_201687,2026-05-11,purchase,1500,9.0
605,u_201688,2026-04-23,purchase,1500,9.0
606,u_201695,2026-05-31,purchase,5000,30.0
607,u_201699,2026-06-02,purchase,1500,9.0
608,u_201700,2026-03-16,purchase,500,3.0
609,u_201702,2026-03-15,purchase,1500,9.0
610,u_201706,2026-03-30,purchase,500,3.0
611,u_201707,2026-05-09,purchase,500,3.0
612,u_201711,2026-06-07,purchase,500,3.0
613,u_201712,2026-05-06,purchase,1500,9.0
614,u_201715,2026-04-01,purchase,500,3.0
615,u_201718,2026-05-31,purchase,1500,9.0
616,u_201723,2026-06-11,purchase,500,3.0
617,u_201723,2026-06-08,purchase,1500,9.0
618,u_201725,2026-05-27,purchase,1500,9.0
619,u_201726,2026-06-04,purchase,1500,9.0
620,u_201726,2026-05-28,purchase,1500,9.0
621,u_201727,2026-04-30,purchase,5000,30.0
622,u_201730,2026-06-05,purchase,5000,30.0
623,u_201731,2026-03-16,purchase,1500,9.0
624,u_201732,2026-05-08,purchase,500,3.0
625,u_201741,2026-03-30,purchase,1500,9.0
626,u_201741,2026-03-29,purchase,500,3.0
627,u_201750,2026-03-29,purchase,1500,9.0
628,u_201751,2026-05-06,purchase,5000,30.0
629,u_201753,2026-03-13,purchase,1500,9.0
630,u_201759,2026-04-23,purchase,500,3.0
631,u_201760,2026-04-03,purchase,500,3.0
632,u_201762,2026-04-27,purchase,5000,30.0
633,u_201763,2026-04-20,purchase,5000,30.0
634,u_201767,2026-04-22,purchase,1500,9.0
635,u_201774,2026-03-15,purchase,1500,9.0
636,u_201779,2026-05-31,purchase,500,3.0
637,u_201782,2026-04-23,purchase,1500,9.0
638,u_201785,2026-05-19,purchase,5000,30.0
639,u_201790,2026-06-16,purchase,1500,9.0
640,u_201791,2026-03-22,purchase,5000,30.0
641,u_201798,2026-04-23,purchase,5000,30.0
642,u_201801,2026-03-27,purchase,1500,9.0
643,u_201802,2026-04-11,purchase,5000,30.0
644,u_201802,2026-04-01,purchase,1500,9.0
645,u_201802,2026-04-07,purchase,5000,30.0
646,u_201804,2026-05-14,purchase,500,3.0
647,u_201805,2026-04-18,purchase,500,3.0
648,u_201811,2026-04-14,purchase,500,3.0
649,u_201812,2026-03-18,purchase,5000,30.0
650,u_201813,2026-06-20,purchase,500,3.0
651,u_201813,2026-06-19,purchase,5000,30.0
652,u_201819,2026-06-08,purchase,500,3.0
653,u_201828,2026-06-19,purchase,5000,30.0
654,u_201829,2026-06-14,purchase,1500,9.0
655,u_201832,2026-04-18,purchase,500,3.0
656,u_201836,2026-03-15,purchase,1500,9.0
657,u_201837,2026-03-10,purchase,500,3.0
658,u_201845,2026-06-20,purchase,1500,9.0
659,u_201851,2026-04-15,purchase,1500,9.0
660,u_201854,2026-04-09,purchase,5000,30.0
661,u_201854,2026-04-16,purchase,500,3.0
662,u_201854,2026-04-13,purchase,1500,9.0
663,u_201865,2026-03-29,purchase,500,3.0
664,u_201867,2026-06-20,purchase,5000,30.0
665,u_201868,2026-06-13,purchase,1500,9.0
666,u_201869,2026-04-08,purchase,500,3.0
667,u_201871,2026-05-06,purchase,500,3.0
668,u_201872,2026-04-08,purchase,500,3.0
669,u_201875,2026-05-24,purchase,500,3.0
670,u_201878,2026-06-24,purchase,5000,30.0
671,u_201878,2026-06-14,purchase,500,3.0
672,u_201881,2026-04-15,purchase,1500,9.0
673,u_201885,2026-06-14,purchase,1500,9.0
674,u_201886,2026-04-27,purchase,500,3.0
675,u_201887,2026-06-16,purchase,1500,9.0
676,u_201889,2026-05-19,purchase,500,3.0
677,u_201898,2026-05-19,purchase,1500,9.0
678,u_201904,2026-05-12,purchase,5000,30.0
679,u_201906,2026-03-17,purchase,1500,9.0
680,u_201910,2026-04-01,purchase,5000,30.0
681,u_201912,2026-05-07,purchase,500,3.0
682,u_201914,2026-05-03,purchase,5000,30.0
683,u_201917,2026-05-21,purchase,500,3.0
684,u_201919,2026-05-08,purchase,5000,30.0
685,u_201921,2026-05-03,purchase,500,3.0
686,u_201922,2026-06-25,purchase,1500,9.0
687,u_201922,2026-06-21,purchase,500,3.0
688,u_201922,2026-06-23,refund,-250,-1.5
689,u_201922,2026-06-28,purchase,500,3.0
690,u_201923,2026-03-29,purchase,1500,9.0
691,u_201924,2026-06-09,purchase,1500,9.0
692,u_201930,2026-06-28,purchase,500,3.0
693,u_201933,2026-04-21,purchase,500,3.0
694,u_201935,2026-04-29,purchase,1500,9.0
695,u_201942,2026-04-08,purchase,1500,9.0
696,u_201943,2026-03-11,purchase,5000,30.0
697,u_201952,2026-03-22,purchase,1500,9.0
698,u_201956,2026-04-28,purchase,1500,9.0
699,u_201957,2026-04-15,purchase,500,3.0
700,u_201957,2026-04-06,purchase,1500,9.0
701,u_201957,2026-04-13,purchase,5000,30.0
702,u_201958,2026-04-20,purchase,1500,9.0
703,u_201959,2026-06-28,purchase,500,3.0
704,u_201964,2026-04-15,purchase,1500,9.0
705,u_201967,2026-05-08,purchase,5000,30.0
706,u_201972,2026-03-05,purchase,1500,9.0
707,u_201972,2026-03-07,purchase,500,3.0
708,u_201974,2026-05-27,purchase,500,3.0
709,u_201975,2026-05-01,purchase,1500,9.0
710,u_201979,2026-05-30,purchase,5000,30.0
711,u_201979,2026-06-01,refund,-2500,-15.0
712,u_201981,2026-06-22,purchase,1500,9.0
713,u_201991,2026-05-24,purchase,5000,30.0
714,u_201992,2026-05-06,purchase,500,3.0
715,u_201994,2026-06-13,purchase,1500,9.0
716,u_201995,2026-05-04,purchase,500,3.0
717,u_201995,2026-05-07,purchase,1500,9.0
718,u_201996,2026-05-14,purchase,5000,30.0
719,u_202006,2026-05-21,purchase,500,3.0
720,u_202008,2026-05-28,purchase,1500,9.0
721,u_202010,2026-05-07,purchase,5000,30.0
722,u_202012,2026-03-02,purchase,5000,30.0
723,u_202013,2026-03-16,purchase,500,3.0
724,u_202014,2026-06-12,purchase,1500,9.0
725,u_202014,2026-06-16,purchase,5000,30.0
726,u_202015,2026-04-30,purchase,500,3.0
727,u_202022,2026-06-19,purchase,500,3.0
728,u_202023,2026-05-05,purchase,1500,9.0
729,u_202026,2026-05-27,purchase,1500,9.0
730,u_202026,2026-05-18,purchase,500,3.0
731,u_202033,2026-05-09,purchase,1500,9.0
732,u_202034,2026-05-06,purchase,1500,9.0
733,u_202036,2026-04-05,purchase,500,3.0
734,u_202041,2026-05-05,purchase,500,3.0
735,u_202048,2026-04-20,purchase,1500,9.0
736,u_202049,2026-03-06,purchase,500,3.0
737,u_202052,2026-04-28,purchase,1500,9.0
738,u_202056,2026-04-06,purchase,5000,30.0
739,u_202058,2026-06-01,purchase,500,3.0
740,u_202063,2026-06-22,purchase,1500,9.0
741,u_202063,2026-06-20,purchase,5000,30.0
742,u_202065,2026-05-13,purchase,500,3.0
743,u_202069,2026-06-23,purchase,500,3.0
744,u_202070,2026-06-26,purchase,5000,30.0
745,u_202072,2026-06-17,purchase,5000,30.0
746,u_202077,2026-06-02,purchase,500,3.0
747,u_202080,2026-06-19,purchase,1500,9.0
748,u_202081,2026-06-27,purchase,500,3.0
749,u_202084,2026-05-15,purchase,1500,9.0
750,u_202098,2026-03-25,purchase,1500,9.0
751,u_202105,2026-04-19,purchase,1500,9.0
752,u_202107,2026-05-29,purchase,500,3.0
753,u_202110,2026-06-12,purchase,5000,30.0
754,u_202110,2026-06-16,purchase,1500,9.0
755,u_202113,2026-06-11,purchase,5000,30.0
756,u_202113,2026-06-05,purchase,5000,30.0
757,u_202122,2026-04-05,purchase,1500,9.0
758,u_202124,2026-04-21,purchase,500,3.0
759,u_202128,2026-05-23,purchase,5000,30.0
760,u_202128,2026-05-27,purchase,5000,30.0
761,u_202130,2026-04-08,purchase,5000,30.0
762,u_202131,2026-04-13,purchase,500,3.0
763,u_202139,2026-03-05,purchase,1500,9.0
764,u_202141,2026-03-20,purchase,500,3.0
765,u_202142,2026-04-02,purchase,5000,30.0
766,u_202143,2026-05-28,purchase,500,3.0
767,u_202145,2026-06-08,purchase,500,3.0
768,u_202146,2026-06-09,purchase,500,3.0
769,u_202149,2026-03-26,purchase,500,3.0
770,u_202149,2026-04-01,purchase,5000,30.0
771,u_202150,2026-05-19,purchase,500,3.0
772,u_202154,2026-06-21,purchase,5000,30.0
773,u_202156,2026-05-24,purchase,1500,9.0
774,u_202158,2026-05-05,purchase,5000,30.0
775,u_202158,2026-05-12,purchase,5000,30.0
776,u_202158,2026-05-13,purchase,1500,9.0
777,u_202167,2026-06-02,purchase,500,3.0
778,u_202167,2026-06-05,purchase,500,3.0
779,u_202167,2026-06-08,purchase,5000,30.0
780,u_202168,2026-06-23,purchase,500,3.0
781,u_202169,2026-06-04,purchase,1500,9.0
782,u_202170,2026-06-08,purchase,5000,30.0
783,u_202170,2026-05-31,purchase,500,3.0
784,u_202171,2026-04-19,purchase,500,3.0
785,u_202177,2026-04-23,purchase,5000,30.0
786,u_202179,2026-06-22,purchase,500,3.0
787,u_202182,2026-04-19,purchase,500,3.0
788,u_202183,2026-06-23,purchase,1500,9.0
789,u_202183,2026-06-10,purchase,1500,9.0
790,u_202184,2026-06-04,purchase,5000,30.0
791,u_202187,2026-04-14,purchase,1500,9.0
792,u_202188,2026-06-01,purchase,1500,9.0
793,u_202189,2026-04-22,purchase,500,3.0
794,u_202194,2026-03-25,purchase,1500,9.0
795,u_202198,2026-05-16,purchase,1500,9.0
796,u_202199,2026-04-24,purchase,5000,30.0
797,u_202200,2026-06-07,purchase,1500,9.0
798,u_202200,2026-06-11,purchase,5000,30.0
799,u_202201,2026-06-21,purchase,5000,30.0
800,u_202202,2026-04-13,purchase,500,3.0
801,u_202202,2026-04-01,purchase,1500,9.0
802,u_202203,2026-03-28,purchase,500,3.0
803,u_202204,2026-06-10,purchase,500,3.0
804,u_202204,2026-06-04,purchase,1500,9.0
805,u_202207,2026-03-19,purchase,5000,30.0
806,u_202207,2026-03-09,purchase,1500,9.0
807,u_202207,2026-03-13,purchase,1500,9.0
808,u_202208,2026-05-03,purchase,1500,9.0
809,u_202211,2026-05-31,purchase,5000,30.0
810,u_202213,2026-05-11,purchase,5000,30.0
811,u_202215,2026-03-07,purchase,5000,30.0
812,u_202224,2026-03-27,purchase,5000,30.0
813,u_202225,2026-06-23,purchase,500,3.0
814,u_202240,2026-05-25,purchase,5000,30.0
815,u_202240,2026-05-25,purchase,500,3.0
816,u_202241,2026-05-11,purchase,5000,30.0
817,u_202242,2026-03-20,purchase,5000,30.0
818,u_202242,2026-03-16,purchase,5000,30.0
819,u_202244,2026-04-22,purchase,1500,9.0
820,u_202253,2026-03-30,purchase,500,3.0
821,u_202254,2026-05-14,purchase,500,3.0
822,u_202256,2026-04-25,purchase,500,3.0
823,u_202263,2026-05-25,purchase,500,3.0
824,u_202263,2026-06-02,purchase,1500,9.0
825,u_202263,2026-05-28,purchase,5000,30.0
826,u_202267,2026-05-09,purchase,1500,9.0
827,u_202273,2026-03-30,purchase,1500,9.0
828,u_202278,2026-03-16,purchase,5000,30.0
829,u_202282,2026-06-10,purchase,1500,9.0
830,u_202282,2026-06-03,purchase,1500,9.0
831,u_202286,2026-06-18,purchase,5000,30.0
832,u_202287,2026-05-20,purchase,1500,9.0
833,u_202294,2026-05-05,purchase,1500,9.0
834,u_202296,2026-04-27,purchase,1500,9.0
835,u_202305,2026-06-09,purchase,5000,30.0
836,u_202305,2026-06-10,refund,-2500,-15.0
837,u_202305,2026-06-17,purchase,1500,9.0
838,u_202313,2026-04-21,purchase,5000,30.0
839,u_202313,2026-04-22,purchase,5000,30.0
840,u_202316,2026-03-09,purchase,500,3.0
841,u_202318,2026-04-21,purchase,500,3.0
842,u_202322,2026-03-16,purchase,1500,9.0
843,u_202322,2026-03-05,purchase,1500,9.0
844,u_202323,2026-06-14,purchase,5000,30.0
845,u_202324,2026-04-19,purchase,500,3.0
846,u_202328,2026-06-05,purchase,1500,9.0
847,u_202329,2026-05-06,purchase,500,3.0
848,u_202331,2026-03-14,purchase,1500,9.0
849,u_202332,2026-06-07,purchase,5000,30.0
850,u_202332,2026-05-27,purchase,500,3.0
851,u_202333,2026-03-30,purchase,5000,30.0
852,u_202339,2026-03-31,purchase,500,3.0
853,u_202342,2026-03-31,purchase,1500,9.0
854,u_202343,2026-05-28,purchase,500,3.0
855,u_202347,2026-05-30,purchase,5000,30.0
856,u_202353,2026-05-11,purchase,1500,9.0
857,u_202355,2026-04-15,purchase,500,3.0
858,u_202362,2026-04-09,purchase,500,3.0
859,u_202367,2026-05-22,purchase,1500,9.0
860,u_202379,2026-04-09,purchase,5000,30.0
861,u_202380,2026-06-02,purchase,1500,9.0
862,u_202383,2026-05-01,purchase,5000,30.0
863,u_202390,2026-05-02,purchase,5000,30.0
864,u_202390,2026-05-09,purchase,500,3.0
865,u_202392,2026-05-14,purchase,1500,9.0
866,u_202395,2026-06-22,purchase,1500,9.0
867,u_202397,2026-06-23,purchase,1500,9.0
868,u_202397,2026-06-26,purchase,5000,30.0
869,u_202398,2026-06-23,purchase,1500,9.0
870,u_202405,2026-03-17,purchase,1500,9.0
871,u_202406,2026-03-18,purchase,5000,30.0
872,u_202413,2026-06-15,purchase,500,3.0
873,u_202416,2026-03-27,purchase,500,3.0
874,u_202419,2026-03-24,purchase,1500,9.0
875,u_202422,2026-05-18,purchase,500,3.0
876,u_202424,2026-04-03,purchase,500,3.0
877,u_202425,2026-05-16,purchase,1500,9.0
878,u_202426,2026-03-10,purchase,5000,30.0
879,u_202428,2026-03-10,purchase,5000,30.0
880,u_202434,2026-04-26,purchase,5000,30.0
881,u_202436,2026-03-18,purchase,1500,9.0
882,u_202438,2026-05-23,purchase,5000,30.0
883,u_202440,2026-04-14,purchase,5000,30.0
884,u_202440,2026-04-11,purchase,500,3.0
885,u_202443,2026-05-31,purchase,1500,9.0
886,u_202445,2026-06-02,purchase,500,3.0
887,u_202446,2026-04-30,purchase,500,3.0
888,u_202452,2026-05-01,purchase,1500,9.0
889,u_202459,2026-04-01,purchase,500,3.0
890,u_202462,2026-06-06,purchase,500,3.0
891,u_202464,2026-05-09,purchase,1500,9.0
892,u_202466,2026-04-17,purchase,500,3.0
893,u_202472,2026-05-01,purchase,1500,9.0
894,u_202474,2026-05-02,purchase,5000,30.0
895,u_202476,2026-05-10,purchase,1500,9.0
896,u_202482,2026-06-21,purchase,500,3.0
897,u_202487,2026-03-31,purchase,5000,30.0
898,u_202487,2026-03-22,purchase,1500,9.0
899,u_202487,2026-03-30,purchase,500,3.0
900,u_202491,2026-03-14,purchase,5000,30.0
901,u_202492,2026-04-23,purchase,5000,30.0
902,u_202494,2026-03-01,purchase,5000,30.0
903,u_202494,2026-03-04,purchase,5000,30.0
904,u_202499,2026-03-11,purchase,500,3.0
905,u_202505,2026-04-01,purchase,500,3.0
906,u_202505,2026-04-05,purchase,1500,9.0
907,u_202509,2026-05-12,purchase,1500,9.0
908,u_202513,2026-05-03,purchase,1500,9.0
909,u_202516,2026-06-27,purchase,500,3.0
910,u_202519,2026-05-11,purchase,5000,30.0
911,u_202522,2026-05-29,purchase,500,3.0
912,u_202522,2026-06-03,purchase,500,3.0
913,u_202523,2026-03-14,purchase,1500,9.0
914,u_202525,2026-03-17,purchase,5000,30.0
915,u_202528,2026-03-17,purchase,1500,9.0
916,u_202528,2026-03-21,purchase,1500,9.0
917,u_202529,2026-06-07,purchase,1500,9.0
918,u_202530,2026-03-17,purchase,5000,30.0
919,u_202531,2026-06-22,purchase,5000,30.0
920,u_202532,2026-04-08,purchase,5000,30.0
921,u_202534,2026-06-16,purchase,500,3.0
922,u_202541,2026-06-15,purchase,5000,30.0
923,u_202541,2026-06-04,purchase,500,3.0
924,u_202543,2026-03-29,purchase,5000,30.0
925,u_202547,2026-05-03,purchase,500,3.0
926,u_202547,2026-04-29,purchase,500,3.0
927,u_202547,2026-04-27,purchase,5000,30.0
928,u_202551,2026-06-06,purchase,5000,30.0
929,u_202552,2026-06-22,purchase,5000,30.0
930,u_202556,2026-03-21,purchase,1500,9.0
931,u_202563,2026-04-07,purchase,1500,9.0
932,u_202566,2026-05-30,purchase,5000,30.0
933,u_202576,2026-03-13,purchase,1500,9.0
934,u_202577,2026-05-14,purchase,5000,30.0
935,u_202577,2026-05-11,purchase,5000,30.0
936,u_202593,2026-06-08,purchase,1500,9.0
937,u_202593,2026-06-11,refund,-750,-4.5
938,u_202598,2026-05-16,purchase,5000,30.0
939,u_202601,2026-05-29,purchase,500,3.0
940,u_202603,2026-06-10,purchase,1500,9.0
941,u_202603,2026-06-14,refund,-750,-4.5
942,u_202613,2026-03-31,purchase,500,3.0
943,u_202614,2026-06-21,purchase,500,3.0
944,u_202616,2026-04-20,purchase,1500,9.0
945,u_202617,2026-05-18,purchase,1500,9.0
946,u_202618,2026-05-29,purchase,1500,9.0
947,u_202621,2026-06-18,purchase,500,3.0
948,u_202622,2026-06-13,purchase,5000,30.0
949,u_202622,2026-06-12,purchase,500,3.0
950,u_202623,2026-05-06,purchase,500,3.0
951,u_202624,2026-03-23,purchase,5000,30.0
952,u_202626,2026-05-26,purchase,500,3.0
953,u_202631,2026-04-26,purchase,1500,9.0
954,u_202634,2026-04-20,purchase,5000,30.0
955,u_202637,2026-05-25,purchase,5000,30.0
956,u_202642,2026-06-08,purchase,1500,9.0
957,u_202642,2026-06-06,purchase,5000,30.0
958,u_202644,2026-06-23,purchase,5000,30.0
959,u_202646,2026-04-06,purchase,500,3.0
960,u_202660,2026-06-04,purchase,1500,9.0
961,u_202665,2026-05-11,purchase,1500,9.0
962,u_202673,2026-06-01,purchase,1500,9.0
963,u_202677,2026-05-31,purchase,1500,9.0
964,u_202689,2026-04-13,purchase,500,3.0
965,u_202692,2026-05-25,purchase,5000,30.0
966,u_202701,2026-06-13,purchase,1500,9.0
967,u_202703,2026-06-22,purchase,500,3.0
968,u_202704,2026-06-21,purchase,500,3.0
969,u_202706,2026-05-31,purchase,1500,9.0
970,u_202706,2026-05-31,purchase,500,3.0
971,u_202708,2026-04-08,purchase,500,3.0
972,u_202708,2026-04-04,purchase,1500,9.0
973,u_202709,2026-04-01,purchase,500,3.0
974,u_202713,2026-04-18,purchase,5000,30.0
975,u_202713,2026-04-24,purchase,5000,30.0
976,u_202714,2026-03-14,purchase,1500,9.0
977,u_202716,2026-03-15,purchase,500,3.0
978,u_202717,2026-05-09,purchase,500,3.0
979,u_202717,2026-05-11,purchase,1500,9.0
980,u_202719,2026-06-26,purchase,500,3.0
981,u_202719,2026-06-22,purchase,1500,9.0
982,u_202722,2026-06-03,purchase,500,3.0
983,u_202726,2026-05-30,purchase,1500,9.0
984,u_202741,2026-06-22,purchase,5000,30.0
985,u_202749,2026-04-07,purchase,5000,30.0
986,u_202749,2026-04-11,purchase,5000,30.0
987,u_202759,2026-03-26,purchase,1500,9.0
988,u_202760,2026-03-03,purchase,5000,30.0
989,u_202765,2026-06-22,purchase,1500,9.0
990,u_202766,2026-04-19,purchase,1500,9.0
991,u_202766,2026-04-14,purchase,5000,30.0
992,u_202768,2026-05-30,purchase,500,3.0
993,u_202768,2026-05-29,purchase,5000,30.0
994,u_202769,2026-06-15,purchase,5000,30.0
995,u_202770,2026-06-06,purchase,1500,9.0
996,u_202771,2026-03-17,purchase,1500,9.0
997,u_202771,2026-03-31,purchase,1500,9.0
998,u_202783,2026-06-10,purchase,5000,30.0
999,u_202785,2026-05-31,purchase,1500,9.0
1000,u_202790,2026-03-14,purchase,5000,30.0
1001,u_202791,2026-06-25,purchase,5000,30.0
1002,u_202796,2026-04-14,purchase,5000,30.0
1003,u_202796,2026-04-20,purchase,500,3.0
1004,u_202797,2026-06-01,purchase,500,3.0
1005,u_202799,2026-04-30,purchase,5000,30.0
1006,u_202799,2026-04-23,purchase,500,3.0
1007,u_202800,2026-06-24,purchase,500,3.0
1008,u_202801,2026-05-10,purchase,5000,30.0
1009,u_202803,2026-05-20,purchase,500,3.0
1010,u_202803,2026-05-31,purchase,500,3.0
1011,u_202804,2026-05-10,purchase,1500,9.0
1012,u_202809,2026-05-10,purchase,500,3.0
1013,u_202812,2026-05-07,purchase,5000,30.0
1014,u_202818,2026-04-04,purchase,1500,9.0
1015,u_202819,2026-04-23,purchase,500,3.0
1016,u_202819,2026-04-13,purchase,5000,30.0
1017,u_202821,2026-04-29,purchase,5000,30.0
1018,u_202826,2026-06-21,purchase,500,3.0
1019,u_202831,2026-06-15,purchase,1500,9.0
1020,u_202832,2026-06-02,purchase,1500,9.0
1021,u_202832,2026-06-02,purchase,1500,9.0
1022,u_202839,2026-04-28,purchase,5000,30.0
1023,u_202841,2026-04-07,purchase,1500,9.0
1024,u_202842,2026-03-19,purchase,5000,30.0
1025,u_202844,2026-05-19,purchase,500,3.0
1026,u_202849,2026-04-11,purchase,1500,9.0
1027,u_202852,2026-03-12,purchase,1500,9.0
1028,u_202855,2026-05-30,purchase,1500,9.0
1029,u_202871,2026-06-22,purchase,5000,30.0
1030,u_202875,2026-03-01,purchase,500,3.0
1031,u_202879,2026-04-10,purchase,500,3.0
1032,u_202880,2026-03-12,purchase,500,3.0
1033,u_202892,2026-06-07,purchase,1500,9.0
1034,u_202899,2026-05-15,purchase,500,3.0
1035,u_202902,2026-05-30,purchase,5000,30.0
1036,u_202902,2026-06-03,refund,-2500,-15.0
1037,u_202909,2026-05-05,purchase,1500,9.0
1038,u_202910,2026-05-17,purchase,1500,9.0
1039,u_202913,2026-05-20,purchase,5000,30.0
1040,u_202913,2026-05-22,refund,-2500,-15.0
1041,u_202918,2026-04-17,purchase,5000,30.0
1042,u_202921,2026-05-18,purchase,5000,30.0
1043,u_202927,2026-03-07,purchase,500,3.0
1044,u_202931,2026-05-05,purchase,5000,30.0
1045,u_202932,2026-04-13,purchase,500,3.0
1046,u_202932,2026-04-12,purchase,500,3.0
1047,u_202934,2026-04-23,purchase,1500,9.0
1048,u_202937,2026-03-25,purchase,500,3.0
1049,u_202941,2026-04-20,purchase,500,3.0
1050,u_202951,2026-04-02,purchase,1500,9.0
1051,u_202956,2026-05-01,purchase,5000,30.0
1052,u_202959,2026-04-09,purchase,1500,9.0
1053,u_202959,2026-04-19,purchase,500,3.0
1054,u_202959,2026-04-21,refund,-250,-1.5
1055,u_202965,2026-04-20,purchase,1500,9.0
1056,u_202968,2026-06-12,purchase,1500,9.0
1057,u_202970,2026-05-16,purchase,1500,9.0
1058,u_202977,2026-05-04,purchase,5000,30.0
1059,u_202981,2026-03-23,purchase,500,3.0
1060,u_202984,2026-04-17,purchase,5000,30.0
1061,u_202984,2026-04-16,purchase,500,3.0
1062,u_202985,2026-06-26,purchase,1500,9.0
1063,u_202991,2026-06-10,purchase,5000,30.0
1064,u_202996,2026-06-26,purchase,500,3.0
1065,u_203002,2026-04-01,purchase,1500,9.0
1066,u_203002,2026-04-06,purchase,500,3.0
1067,u_203004,2026-05-06,purchase,1500,9.0
1068,u_203004,2026-05-14,purchase,1500,9.0
1069,u_203009,2026-04-21,purchase,500,3.0
1070,u_203009,2026-04-20,purchase,5000,30.0
1071,u_203010,2026-06-23,purchase,5000,30.0
1072,u_203013,2026-05-09,purchase,500,3.0
1073,u_203013,2026-05-06,purchase,500,3.0
1074,u_203015,2026-06-22,purchase,1500,9.0
1075,u_203020,2026-06-20,purchase,1500,9.0
1076,u_203022,2026-06-28,purchase,1500,9.0
1077,u_203023,2026-06-26,purchase,5000,30.0
1078,u_203023,2026-06-27,purchase,1500,9.0
1079,u_203024,2026-04-27,purchase,500,3.0
1080,u_203025,2026-04-25,purchase,1500,9.0
1081,u_203026,2026-05-17,purchase,1500,9.0
1082,u_203028,2026-05-02,purchase,5000,30.0
1083,u_203029,2026-05-24,purchase,1500,9.0
1084,u_203029,2026-05-27,purchase,500,3.0
1085,u_203029,2026-05-31,purchase,5000,30.0
1086,u_203033,2026-03-30,purchase,5000,30.0
1087,u_203035,2026-04-08,purchase,5000,30.0
1088,u_203043,2026-04-11,purchase,500,3.0
1089,u_203046,2026-04-24,purchase,5000,30.0
1090,u_203048,2026-05-13,purchase,1500,9.0
1091,u_203057,2026-05-31,purchase,1500,9.0
1092,u_203063,2026-06-28,purchase,5000,30.0
1093,u_203067,2026-06-09,purchase,500,3.0
1094,u_203068,2026-04-18,purchase,500,3.0
1095,u_203072,2026-05-06,purchase,5000,30.0
1096,u_203074,2026-03-08,purchase,5000,30.0
1097,u_203075,2026-03-23,purchase,1500,9.0
1098,u_203078,2026-05-04,purchase,5000,30.0
1099,u_203079,2026-06-14,purchase,500,3.0
1100,u_203080,2026-05-09,purchase,500,3.0
1101,u_203093,2026-03-26,purchase,500,3.0
1102,u_203094,2026-05-20,purchase,1500,9.0
1103,u_203096,2026-06-07,purchase,1500,9.0
1104,u_203096,2026-06-10,purchase,500,3.0
1105,u_203098,2026-06-11,purchase,1500,9.0
1106,u_203098,2026-06-09,purchase,5000,30.0
1107,u_203103,2026-03-13,purchase,1500,9.0
1108,u_203106,2026-06-11,purchase,500,3.0
1109,u_203110,2026-03-28,purchase,1500,9.0
1110,u_203110,2026-04-04,purchase,1500,9.0
1111,u_203111,2026-05-27,purchase,500,3.0
1112,u_203111,2026-05-29,refund,-250,-1.5
1113,u_203111,2026-06-02,purchase,5000,30.0
1114,u_203114,2026-03-19,purchase,5000,30.0
1115,u_203118,2026-06-04,purchase,500,3.0
1116,u_203126,2026-04-08,purchase,5000,30.0
1117,u_203127,2026-03-22,purchase,5000,30.0
1118,u_203127,2026-03-24,refund,-2500,-15.0
1119,u_203129,2026-04-20,purchase,1500,9.0
1120,u_203130,2026-04-09,purchase,1500,9.0
1121,u_203133,2026-06-19,purchase,5000,30.0
1122,u_203135,2026-06-08,purchase,500,3.0
1123,u_203138,2026-05-31,purchase,500,3.0
1124,u_203139,2026-03-14,purchase,1500,9.0
